slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
huertke01,Kevin Huerter,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,ATLANTA HAWKS,69,49,2126,316,731,140,386,50,64,38,193,241,82,18,79,165,822
hugheel01,Elijah Hughes,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,UTAH JAZZ,18,0,64,10,30,8,23,3,4,1,8,6,1,1,6,1,31
huntede01,De'Andre Hunter,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,ATLANTA HAWKS,23,19,678,120,248,31,95,73,85,17,93,44,19,12,29,59,344
hutchch01,Chandler Hutchison,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,CHICAGO BULLS,7,0,64,5,18,1,3,2,2,1,19,4,1,0,5,9,13
hutchch01,Chandler Hutchison,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,WASHINGTON WIZARDS,18,1,282,34,85,7,19,19,23,5,53,13,11,5,15,24,94
ibakase01,Serge Ibaka,[<Position.CENTER: 'CENTER'>],31,LOS ANGELES CLIPPERS,41,39,955,186,365,39,115,43,53,73,202,74,9,47,44,76,454
iguodan01,Andre Iguodala,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],37,MIAMI HEAT,63,5,1339,95,248,60,182,25,38,38,183,142,57,35,67,90,275
ilyaser01,Ersan İlyasova,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,UTAH JAZZ,17,1,148,21,54,18,41,5,5,7,22,4,10,3,8,29,65
inglejo01,Joe Ingles,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],33,UTAH JAZZ,67,30,1867,275,562,183,406,76,90,27,217,318,45,12,117,120,809
ingrabr01,Brandon Ingram,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,NEW ORLEANS PELICANS,61,61,2093,513,1101,143,375,281,320,34,265,296,42,36,154,124,1450
irvinky01,Kyrie Irving,[<Position.POINT_GUARD: 'POINT GUARD'>],28,BROOKLYN NETS,54,54,1886,549,1086,152,378,201,218,52,205,324,76,37,130,140,1451
iwundwe01,Wes Iwundu,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,DALLAS MAVERICKS,23,3,288,17,52,3,23,12,14,6,38,10,9,3,6,26,49
iwundwe01,Wes Iwundu,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,NEW ORLEANS PELICANS,18,1,251,17,50,2,18,14,17,9,37,8,6,1,13,23,50
jacksfr01,Frank Jackson,[<Position.POINT_GUARD: 'POINT GUARD'>],22,DETROIT PISTONS,40,6,738,134,293,61,150,61,75,15,71,36,15,1,34,53,390
jacksja02,Jaren Jackson Jr.,[<Position.CENTER: 'CENTER'>],21,MEMPHIS GRIZZLIES,11,4,258,53,125,17,60,35,42,17,45,12,12,18,15,42,158
jacksjo02,Josh Jackson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,DETROIT PISTONS,62,25,1560,296,707,77,257,159,218,57,197,143,53,47,142,178,828
jacksju01,Justin Jackson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,OKLAHOMA CITY THUNDER,33,3,544,86,212,34,111,30,35,14,57,51,15,2,31,31,236
jacksju01,Justin Jackson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,MILWAUKEE BUCKS,1,0,33,3,9,2,6,1,2,2,4,1,0,0,1,1,9
jacksre01,Reggie Jackson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,LOS ANGELES CLIPPERS,67,43,1544,263,585,122,282,67,82,24,168,205,41,7,74,127,715
jamesju01,Justin James,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,SACRAMENTO KINGS,36,0,310,52,111,14,38,21,36,9,21,22,8,3,15,23,139
jamesle01,LeBron James,[<Position.POINT_GUARD: 'POINT GUARD'>],36,LOS ANGELES LAKERS,45,45,1504,422,823,104,285,178,255,29,317,350,48,25,168,70,1126
jamesmi02,Mike James,[<Position.POINT_GUARD: 'POINT GUARD'>],30,BROOKLYN NETS,13,1,236,34,92,11,31,21,27,3,29,54,6,1,20,10,100
jeffrda01,DaQuan Jeffries,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,SACRAMENTO KINGS,18,2,232,24,57,9,28,6,7,9,20,6,7,4,8,23,63
jeffrda01,DaQuan Jeffries,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,HOUSTON ROCKETS,13,3,261,26,63,11,39,1,1,10,32,16,8,6,6,25,64
jeromty01,Ty Jerome,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,OKLAHOMA CITY THUNDER,33,1,788,128,287,71,168,26,34,10,81,120,20,6,47,61,353
joeis01,Isaiah Joe,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,PHILADELPHIA 76ERS,41,1,383,48,133,39,106,18,24,6,30,20,12,4,11,34,153
johnsal02,Alize Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,BROOKLYN NETS,18,0,189,40,68,1,6,13,13,27,63,14,5,5,9,16,94
johnsca02,Cameron Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,PHOENIX SUNS,60,11,1437,203,483,117,335,50,59,33,166,86,37,16,40,85,573
johnsja01,James Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,DALLAS MAVERICKS,29,1,504,67,145,15,60,17,29,14,72,50,24,23,27,59,166
johnsja01,James Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,NEW ORLEANS PELICANS,22,11,539,79,182,16,60,28,47,18,73,48,18,19,28,61,202
johnske04,Keldon Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,SAN ANTONIO SPURS,69,67,1968,338,705,60,181,145,196,93,319,121,40,24,78,142,881
johnsst04,Stanley Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,TORONTO RAPTORS,61,13,1006,89,233,45,137,44,55,29,124,89,52,18,54,116,267
johnsty01,Tyler Johnson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,BROOKLYN NETS,39,3,684,72,183,48,132,18,21,6,71,47,14,0,17,43,210
jokicni01,Nikola Jokić,[<Position.CENTER: 'CENTER'>],25,DENVER NUGGETS,72,72,2488,732,1293,92,237,342,394,205,575,599,95,48,222,192,1898
jonesda03,Damian Jones,[<Position.CENTER: 'CENTER'>],25,PHOENIX SUNS,14,0,94,8,16,0,1,6,11,7,11,4,1,5,6,19,22
jonesda03,Damian Jones,[<Position.CENTER: 'CENTER'>],25,LOS ANGELES LAKERS,8,6,112,16,17,0,0,11,12,8,18,1,1,7,5,22,43
jonesda03,Damian Jones,[<Position.CENTER: 'CENTER'>],25,SACRAMENTO KINGS,17,4,341,46,70,1,4,25,35,21,56,24,9,17,15,36,118
jonesde02,Derrick Jones Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,PORTLAND TRAIL BLAZERS,58,43,1318,147,304,43,136,59,91,77,128,47,37,54,32,127,396
jonesma05,Mason Jones,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,HOUSTON ROCKETS,26,1,307,47,114,23,64,35,57,4,47,39,6,1,28,22,152
jonesma05,Mason Jones,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,PHILADELPHIA 76ERS,6,0,27,5,9,1,2,5,7,3,1,3,1,0,1,2,16
jonestr01,Tre Jones,[<Position.POINT_GUARD: 'POINT GUARD'>],21,SAN ANTONIO SPURS,37,1,269,37,78,3,5,17,19,8,13,39,8,0,13,13,94
jonesty01,Tyus Jones,[<Position.POINT_GUARD: 'POINT GUARD'>],24,MEMPHIS GRIZZLIES,70,9,1222,178,413,45,140,41,45,21,119,259,64,6,48,31,442
jordade01,DeAndre Jordan,[<Position.CENTER: 'CENTER'>],32,BROOKLYN NETS,57,43,1246,190,249,0,1,46,92,117,310,93,17,65,85,116,426
josepco01,Cory Joseph,[<Position.POINT_GUARD: 'POINT GUARD'>],29,SACRAMENTO KINGS,44,2,944,111,250,31,94,36,47,25,74,108,39,9,44,98,289
josepco01,Cory Joseph,[<Position.POINT_GUARD: 'POINT GUARD'>],29,DETROIT PISTONS,19,11,502,89,176,14,38,36,41,10,50,105,22,9,35,41,228
kabenmf01,Mfiondu Kabengele,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,LOS ANGELES CLIPPERS,23,0,94,9,32,4,18,5,6,1,13,5,2,3,6,18,27
kabenmf01,Mfiondu Kabengele,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,CLEVELAND CAVALIERS,16,0,186,24,57,9,32,11,14,11,35,12,6,10,9,18,68
kaminfr01,Frank Kaminsky,[<Position.CENTER: 'CENTER'>],27,PHOENIX SUNS,47,13,715,121,257,31,85,37,60,36,152,79,14,17,22,70,310
kennalu01,Luke Kennard,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,LOS ANGELES CLIPPERS,63,17,1232,197,414,100,224,26,31,15,146,104,23,9,48,91,520
kinglo02,Louis King,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,SACRAMENTO KINGS,6,1,85,17,34,4,11,6,6,5,13,9,7,3,4,9,44
klebima01,Maxi Kleber,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,DALLAS MAVERICKS,50,40,1341,116,275,87,212,34,37,47,213,68,24,35,30,105,353
knighna01,Nathan Knight,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,ATLANTA HAWKS,33,0,279,37,100,6,33,44,55,27,45,8,9,10,15,22,124
knoxke01,Kevin Knox,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,NEW YORK KNICKS,42,0,464,56,143,35,89,16,20,10,51,19,12,6,17,37,163
konchjo01,John Konchar,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,MEMPHIS GRIZZLIES,43,0,575,69,138,21,56,25,30,35,93,47,30,9,18,40,184
korkmfu01,Furkan Korkmaz,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,PHILADELPHIA 76ERS,55,11,1062,170,424,101,269,60,82,17,96,82,49,9,46,64,501
kornelu01,Luke Kornet,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,CHICAGO BULLS,13,0,94,9,27,6,23,2,4,1,14,4,2,7,1,1,26
kornelu01,Luke Kornet,[<Position.CENTER: 'CENTER'>],25,BOSTON CELTICS,18,2,254,35,74,9,36,1,2,13,39,20,2,25,6,19,80
kurucro01,Rodions Kurucs,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,BROOKLYN NETS,5,0,16,1,3,1,2,0,0,0,3,2,0,0,0,1,3
kurucro01,Rodions Kurucs,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,HOUSTON ROCKETS,11,0,75,5,21,2,15,1,2,2,9,4,6,4,9,7,13
kurucro01,Rodions Kurucs,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,MILWAUKEE BUCKS,5,0,34,5,8,3,4,2,2,3,6,4,3,0,4,8,15
kuzmaky01,Kyle Kuzma,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,LOS ANGELES LAKERS,68,32,1954,335,757,137,380,67,97,108,309,127,35,41,113,121,874
lamban01,Anthony Lamb,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,HOUSTON ROCKETS,24,3,415,46,118,23,71,18,21,27,43,23,6,5,19,34,133
lambje01,Jeremy Lamb,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,INDIANA PACERS,36,8,765,120,276,52,128,71,75,25,106,53,34,23,22,72,363
langfro01,Romeo Langford,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,BOSTON CELTICS,18,4,283,21,59,5,18,9,12,12,23,13,6,5,10,24,56
lavinza01,Zach LaVine,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,CHICAGO BULLS,58,58,2034,569,1123,200,477,253,298,36,253,282,46,27,203,138,1591
laymaja01,Jake Layman,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,MINNESOTA TIMBERWOLVES,45,11,627,91,184,23,78,26,37,13,54,28,29,19,26,44,231
leaftj01,T.J. Leaf,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,PORTLAND TRAIL BLAZERS,7,0,35,5,10,0,0,2,2,0,5,1,2,1,2,1,12
lecquja01,Jalen Lecque,[<Position.POINT_GUARD: 'POINT GUARD'>],20,INDIANA PACERS,4,0,12,1,9,0,1,3,3,2,3,2,0,0,0,0,5
leeda03,Damion Lee,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,GOLDEN STATE WARRIORS,57,1,1079,128,274,77,194,40,44,22,158,73,38,8,30,89,373
leesa01,Saben Lee,[<Position.POINT_GUARD: 'POINT GUARD'>],21,DETROIT PISTONS,48,7,781,99,210,8,23,61,89,20,77,174,32,13,55,76,267
lenal01,Alex Len,[<Position.CENTER: 'CENTER'>],27,TORONTO RAPTORS,7,2,76,5,10,3,6,3,6,0,11,3,1,6,8,10,16
lenal01,Alex Len,[<Position.CENTER: 'CENTER'>],27,WASHINGTON WIZARDS,57,40,903,166,268,5,19,70,110,78,171,46,19,58,47,117,407
leonaka01,Kawhi Leonard,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,LOS ANGELES CLIPPERS,52,52,1773,465,908,101,254,261,295,55,282,269,81,21,105,82,1292
leoname01,Meyers Leonard,[<Position.CENTER: 'CENTER'>],28,MIAMI HEAT,3,2,29,3,7,3,7,1,2,0,7,2,0,0,2,5,10
leverca01,Caris LeVert,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,BROOKLYN NETS,12,4,334,87,200,22,63,26,34,10,42,72,13,6,26,20,222
leverca01,Caris LeVert,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,INDIANA PACERS,35,35,1152,272,614,62,195,120,146,23,139,173,53,24,76,85,726
lewiski01,Kira Lewis Jr.,[<Position.POINT_GUARD: 'POINT GUARD'>],19,NEW ORLEANS PELICANS,54,0,904,130,337,40,120,43,51,12,59,124,38,10,34,88,343
lillada01,Damian Lillard,[<Position.POINT_GUARD: 'POINT GUARD'>],30,PORTLAND TRAIL BLAZERS,67,67,2398,602,1334,275,704,449,484,32,251,505,62,17,203,102,1928
littlna01,Nassir Little,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,PORTLAND TRAIL BLAZERS,48,2,640,78,167,28,80,36,45,32,96,23,5,13,18,51,220
looneke01,Kevon Looney,[<Position.CENTER: 'CENTER'>],24,GOLDEN STATE WARRIORS,61,34,1161,108,197,4,17,31,48,117,205,119,21,22,37,136,251
lopezbr01,Brook Lopez,[<Position.CENTER: 'CENTER'>],32,MILWAUKEE BUCKS,70,70,1902,322,640,95,281,120,142,104,243,50,40,103,64,149,859
lopezro01,Robin Lopez,[<Position.CENTER: 'CENTER'>],32,WASHINGTON WIZARDS,71,9,1354,269,425,5,18,99,137,141,131,55,15,44,75,109,642
louzama01,Didi Louzada,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,NEW ORLEANS PELICANS,3,0,56,3,13,2,8,0,0,1,2,3,2,0,3,5,8
loveke01,Kevin Love,[<Position.POWER_FORWARD: 'POWER FORWARD'>],32,CLEVELAND CAVALIERS,25,25,622,103,252,57,156,42,51,17,169,63,16,2,38,26,305
lowryky01,Kyle Lowry,[<Position.POINT_GUARD: 'POINT GUARD'>],34,TORONTO RAPTORS,46,46,1601,260,596,131,331,140,160,35,212,338,45,14,126,143,791
luwawti01,Timothé Luwawu-Cabarrot,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,BROOKLYN NETS,58,7,1050,130,356,75,239,35,43,28,101,69,33,6,43,99,370
lylestr01,Trey Lyles,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,SAN ANTONIO SPURS,23,9,358,43,90,14,40,15,23,9,77,14,6,1,6,13,115
magnawi01,Will Magnay,[<Position.CENTER: 'CENTER'>],22,NEW ORLEANS PELICANS,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0
makerth01,Thon Maker,[<Position.CENTER: 'CENTER'>],23,CLEVELAND CAVALIERS,8,0,76,10,18,0,2,10,11,8,10,4,2,4,3,7,30
maledth01,Théo Maledon,[<Position.POINT_GUARD: 'POINT GUARD'>],19,OKLAHOMA CITY THUNDER,65,49,1778,226,614,105,313,101,135,25,186,227,56,11,141,126,658
maneka01,Karim Mané,[<Position.POINT_GUARD: 'POINT GUARD'>],20,ORLANDO MAGIC,10,0,88,3,13,1,2,4,5,1,13,4,0,2,3,10,11
mannte01,Terance Mann,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,LOS ANGELES CLIPPERS,67,10,1263,178,350,38,91,78,94,56,186,104,29,13,40,126,472
mannini01,Nico Mannion,[<Position.POINT_GUARD: 'POINT GUARD'>],19,GOLDEN STATE WARRIORS,30,1,364,39,114,22,60,23,28,6,40,70,16,1,31,29,123
marjabo01,Boban Marjanović,[<Position.CENTER: 'CENTER'>],32,DALLAS MAVERICKS,33,3,271,62,122,1,8,31,38,47,81,10,2,6,12,29,156
markkla01,Lauri Markkanen,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,CHICAGO BULLS,51,26,1317,250,521,119,296,76,92,35,233,45,26,15,52,75,695
marshna01,Naji Marshall,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,NEW ORLEANS PELICANS,32,10,700,82,209,29,83,53,75,15,133,88,26,10,38,58,246
martica02,Caleb Martin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,CHARLOTTE HORNETS,53,3,818,96,256,31,125,41,64,31,110,67,37,12,33,62,264
martico01,Cody Martin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,CHARLOTTE HORNETS,52,10,849,83,188,16,58,25,43,52,109,86,37,12,40,52,207
martije02,Jeremiah Martin,[<Position.POINT_GUARD: 'POINT GUARD'>],24,CLEVELAND CAVALIERS,9,0,75,9,33,3,12,1,5,2,5,4,5,2,6,1,22
martike03,Kelan Martin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,INDIANA PACERS,35,0,322,62,138,24,60,9,10,18,60,17,10,10,16,35,157
martike04,Kenyon Martin Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,HOUSTON ROCKETS,45,8,1068,162,318,35,96,60,84,73,169,48,30,41,38,89,419
masonfr01,Frank Mason III,[<Position.POINT_GUARD: 'POINT GUARD'>],26,ORLANDO MAGIC,4,1,79,9,24,2,5,5,7,3,9,12,0,0,5,7,25
mathega01,Garrison Mathews,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,WASHINGTON WIZARDS,64,24,1038,97,237,76,198,84,95,16,71,26,29,7,10,106,354
mathida01,Dakota Mathias,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,PHILADELPHIA 76ERS,8,2,123,19,48,8,26,2,6,1,6,13,1,3,1,7,48
matthwe02,Wesley Matthews,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],34,LOS ANGELES LAKERS,58,10,1130,89,252,66,197,35,41,20,73,54,38,17,26,80,279
maxeyty01,Tyrese Maxey,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,PHILADELPHIA 76ERS,61,8,935,198,429,31,103,61,70,11,93,120,26,13,41,79,488
mayssk01,Skylar Mays,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,ATLANTA HAWKS,33,0,269,44,98,14,40,22,25,10,25,30,14,2,9,15,124
mccawpa01,Patrick McCaw,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,TORONTO RAPTORS,5,0,33,1,1,0,0,3,3,1,2,4,2,0,0,6,5
mccolcj01,CJ McCollum,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,PORTLAND TRAIL BLAZERS,47,47,1600,405,884,169,420,108,133,30,155,223,44,21,65,87,1087
mccontj01,T.J. McConnell,[<Position.POINT_GUARD: 'POINT GUARD'>],28,INDIANA PACERS,69,3,1796,274,490,15,48,33,48,55,201,456,128,23,135,113,596
mcdanja02,Jaden McDaniels,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,MINNESOTA TIMBERWOLVES,63,27,1511,164,367,72,198,27,45,52,180,71,35,60,47,172,427
mcdanja01,Jalen McDaniels,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,CHARLOTTE HORNETS,47,18,904,133,284,35,105,45,64,45,124,53,28,19,45,95,346
mcderdo01,Doug McDermott,[<Position.POWER_FORWARD: 'POWER FORWARD'>],29,INDIANA PACERS,66,29,1619,354,665,111,286,80,98,60,161,85,20,6,53,117,899
mcderse01,Sean McDermott,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,MEMPHIS GRIZZLIES,18,0,158,13,33,5,22,8,8,6,13,4,2,3,4,8,39
mcgeeja01,JaVale McGee,[<Position.CENTER: 'CENTER'>],33,CLEVELAND CAVALIERS,33,1,503,112,215,5,20,36,55,54,116,33,16,40,45,80,265
mcgeeja01,JaVale McGee,[<Position.CENTER: 'CENTER'>],33,DENVER NUGGETS,13,1,175,32,67,0,4,8,12,23,46,6,3,14,15,41,72
mcgruro01,Rodney McGruder,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,DETROIT PISTONS,16,2,194,37,70,11,24,6,8,8,14,16,8,1,7,12,91
mckinal01,Alfonzo McKinnie,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,LOS ANGELES LAKERS,39,0,258,48,93,16,39,10,18,22,32,6,7,0,5,26,122
mclaujo01,Jordan McLaughlin,[<Position.POINT_GUARD: 'POINT GUARD'>],24,MINNESOTA TIMBERWOLVES,51,2,938,100,242,33,92,23,30,21,87,193,51,6,51,44,256
mclembe01,Ben McLemore,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,HOUSTON ROCKETS,32,4,537,80,224,55,166,23,32,11,55,28,20,3,28,51,238
mclembe01,Ben McLemore,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,LOS ANGELES LAKERS,21,1,368,55,141,42,114,16,21,4,30,11,3,6,14,37,168
mellini01,Nicolò Melli,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,NEW ORLEANS PELICANS,22,0,241,15,59,7,37,6,7,12,45,25,9,1,7,28,43
mellini01,Nicolò Melli,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,DALLAS MAVERICKS,23,4,325,31,82,16,48,13,18,17,48,19,5,2,5,30,91
meltode01,De'Anthony Melton,[<Position.POINT_GUARD: 'POINT GUARD'>],22,MEMPHIS GRIZZLIES,52,1,1045,172,393,87,211,41,51,30,131,132,60,31,66,85,472
merrisa01,Sam Merrill,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,MILWAUKEE BUCKS,30,2,233,32,72,21,47,4,4,6,24,21,8,1,10,17,89
metuch01,Chimezie Metu,[<Position.CENTER: 'CENTER'>],23,SACRAMENTO KINGS,36,6,488,91,179,13,37,31,43,31,81,28,14,18,29,59,226
middlkh01,Khris Middleton,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,MILWAUKEE BUCKS,68,68,2269,511,1074,151,365,212,236,54,352,370,74,9,178,160,1385
milleda01,Darius Miller,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,OKLAHOMA CITY THUNDER,18,0,197,22,48,17,42,12,12,2,22,21,13,5,8,13,73
millspa02,Patty Mills,[<Position.POINT_GUARD: 'POINT GUARD'>],32,SAN ANTONIO SPURS,68,1,1685,252,611,161,429,71,78,18,98,162,42,3,66,81,736
millspa01,Paul Millsap,[<Position.POWER_FORWARD: 'POWER FORWARD'>],35,DENVER NUGGETS,56,36,1162,191,401,49,143,71,98,76,186,98,51,36,51,111,502
miltosh01,Shake Milton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,PHILADELPHIA 76ERS,63,4,1461,300,667,71,203,146,176,33,115,193,39,18,103,130,817
mitchdo01,Donovan Mitchell,[<Position.POINT_GUARD: 'POINT GUARD'>],24,UTAH JAZZ,53,53,1771,478,1091,178,461,267,316,50,185,277,52,15,147,117,1401
mokokad01,Adam Mokoka,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,CHICAGO BULLS,14,0,56,7,19,1,10,0,1,1,4,5,2,1,5,5,15
monkma01,Malik Monk,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,CHARLOTTE HORNETS,42,0,878,173,399,85,212,59,72,14,87,87,19,4,55,47,490
mooreet01,E'Twaun Moore,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,PHOENIX SUNS,27,1,389,55,121,11,35,12,14,14,31,40,15,5,23,32,133
moranja01,Ja Morant,[<Position.POINT_GUARD: 'POINT GUARD'>],21,MEMPHIS GRIZZLIES,63,63,2053,430,957,73,241,271,372,59,193,465,57,13,203,87,1204
morgaju01,Juwan Morgan,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,UTAH JAZZ,29,0,147,14,30,4,13,3,7,9,19,9,4,1,4,21,35
morrima03,Marcus Morris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,LOS ANGELES CLIPPERS,57,29,1502,276,584,140,296,73,89,35,199,58,34,15,57,117,765
morrima02,Markieff Morris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,LOS ANGELES LAKERS,61,27,1200,153,378,65,209,36,50,48,218,73,22,19,54,105,407
morrimo01,Monte Morris,[<Position.POINT_GUARD: 'POINT GUARD'>],25,DENVER NUGGETS,47,13,1196,186,387,51,134,58,73,11,85,150,34,13,34,48,481
muldemy01,Mychal Mulder,[<Position.POINT_GUARD: 'POINT GUARD'>],26,GOLDEN STATE WARRIORS,60,6,766,119,265,85,214,14,22,8,52,26,12,12,16,56,337
murrade01,Dejounte Murray,[<Position.POINT_GUARD: 'POINT GUARD'>],24,SAN ANTONIO SPURS,67,67,2139,441,974,63,199,106,134,58,415,363,101,7,117,135,1051
murraja01,Jamal Murray,[<Position.POINT_GUARD: 'POINT GUARD'>],23,DENVER NUGGETS,48,48,1704,378,792,129,316,133,153,37,157,231,64,13,108,95,1018
muscami01,Mike Muscala,[<Position.CENTER: 'CENTER'>],29,OKLAHOMA CITY THUNDER,35,0,645,119,267,68,184,33,36,19,113,28,8,11,21,54,339
mykhasv01,Svi Mykhailiuk,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,DETROIT PISTONS,36,5,634,84,223,57,171,24,30,11,63,57,27,6,39,33,249
mykhasv01,Svi Mykhailiuk,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,OKLAHOMA CITY THUNDER,30,9,690,124,283,48,143,14,20,13,76,53,24,6,49,30,310
naderab01,Abdel Nader,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,PHOENIX SUNS,24,0,355,57,116,18,43,28,37,7,55,19,10,9,19,34,160
nancela02,Larry Nance Jr.,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,CLEVELAND CAVALIERS,35,27,1091,128,272,41,114,30,49,54,181,107,61,17,55,72,327
nesmiaa01,Aaron Nesmith,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,BOSTON CELTICS,46,1,669,78,178,40,108,22,28,28,99,23,15,9,23,87,218
netora01,Raul Neto,[<Position.POINT_GUARD: 'POINT GUARD'>],28,WASHINGTON WIZARDS,64,22,1403,209,447,64,164,75,85,28,128,146,73,6,53,109,557
